Temps (s);CH1 (V);CH2 (V)
3.280000e-04;1.360;0.000
3.320000e-04;1.400;0.000
3.360000e-04;1.400;0.020
3.400000e-04;1.400;0.000
3.440000e-04;1.440;0.020
3.480000e-04;1.400;-0.020
3.520000e-04;1.440;0.020
3.560000e-04;1.440;0.020
3.600000e-04;1.440;0.000
3.640000e-04;1.440;0.000
3.680000e-04;1.480;0.000
3.720000e-04;1.480;-0.020
3.760000e-04;1.480;0.000
3.800000e-04;1.480;0.040
3.840000e-04;1.520;0.000
3.880000e-04;1.520;0.000
3.920000e-04;1.520;0.020
3.960000e-04;1.560;0.000
4.000000e-04;1.560;0.000
4.040000e-04;1.560;0.020
4.080000e-04;1.560;-0.020
4.120000e-04;1.560;0.020
4.160000e-04;1.560;0.020
4.200000e-04;1.560;0.020
4.240000e-04;1.560;0.000
4.280000e-04;1.600;0.000
4.320000e-04;1.600;0.000
4.360000e-04;1.600;-0.020
4.400000e-04;1.640;-0.020
4.440000e-04;1.600;-0.040
4.480000e-04;1.640;0.040
4.520000e-04;1.640;0.000
4.560000e-04;1.640;0.000
4.600000e-04;1.680;0.000
4.640000e-04;1.680;0.020
4.680000e-04;1.680;0.000
4.720000e-04;1.680;-0.020
4.760000e-04;1.680;-0.020
4.800000e-04;1.720;0.020
4.840000e-04;1.720;-0.040
4.880000e-04;1.720;0.000
4.920000e-04;1.720;0.000
4.960000e-04;1.720;0.000
5.000000e-04;1.720;-0.020
5.040000e-04;1.760;0.000
5.080000e-04;1.760;-0.040
5.120000e-04;1.760;0.040
5.160000e-04;1.760;-0.020
5.200000e-04;1.760;0.000
5.240000e-04;1.800;0.020
5.280000e-04;1.800;0.000
5.320000e-04;1.800;0.020
5.360000e-04;1.800;0.000
5.400000e-04;1.800;0.020
5.440000e-04;1.800;-0.040
5.480000e-04;1.840;0.000
5.520000e-04;1.840;0.020
5.560000e-04;1.840;0.000
5.600000e-04;1.880;0.000
5.640000e-04;1.840;0.020
5.680000e-04;1.840;0.020
5.720000e-04;1.880;-0.020
5.760000e-04;1.880;-0.020
5.800000e-04;1.880;0.000
5.840000e-04;1.880;0.000
5.880000e-04;1.880;0.000
5.920000e-04;1.920;0.000
5.960000e-04;1.920;0.000
6.000000e-04;1.920;0.020
6.040000e-04;1.920;0.020
6.080000e-04;1.920;-0.060
6.120000e-04;1.960;0.000
6.160000e-04;1.960;0.020
6.200000e-04;1.960;0.000
6.240000e-04;1.960;0.000
6.280000e-04;1.960;0.000
6.320000e-04;1.960;0.020
6.360000e-04;2.000;0.020
6.400000e-04;2.000;0.020
6.440000e-04;1.960;0.000
6.480000e-04;2.000;0.020
6.520000e-04;2.040;0.000
6.560000e-04;2.040;0.020
6.600000e-04;2.040;-0.020
6.640000e-04;2.040;0.000
6.680000e-04;2.040;0.020
6.720000e-04;2.040;0.040
6.760000e-04;2.040;0.020
6.800000e-04;2.080;0.020
6.840000e-04;2.080;0.000
6.880000e-04;2.080;0.000
6.920000e-04;2.080;0.000
6.960000e-04;2.080;0.000
7.000000e-04;2.080;0.000
7.040000e-04;2.080;0.020
7.080000e-04;2.080;0.000
7.120000e-04;2.080;0.000
7.160000e-04;2.120;0.020
7.200000e-04;2.120;0.000
7.240000e-04;2.120;0.000
7.280000e-04;2.160;0.000
7.320000e-04;2.120;0.000
7.360000e-04;2.120;0.040
7.400000e-04;2.120;0.000
7.440000e-04;2.160;0.000
7.480000e-04;2.160;0.000
7.520000e-04;2.160;0.020
7.560000e-04;2.160;0.020
7.600000e-04;2.200;-0.020
7.640000e-04;2.200;0.000
7.680000e-04;2.200;-0.020
7.720000e-04;2.200;0.000
7.760000e-04;2.200;0.000
7.800000e-04;2.240;0.020
7.840000e-04;2.200;0.020
7.880000e-04;2.200;0.000
7.920000e-04;2.200;0.000
7.960000e-04;2.200;-0.020
8.000000e-04;2.240;0.020
8.040000e-04;2.240;-0.020
8.080000e-04;2.240;-0.020
8.120000e-04;2.240;0.000
8.160000e-04;2.240;0.020
8.200000e-04;2.240;0.020
8.240000e-04;2.280;0.000
8.280000e-04;2.280;0.000
8.320000e-04;2.280;-0.020
8.360000e-04;2.280;0.000
8.400000e-04;2.280;0.020
8.440000e-04;2.320;0.000
8.480000e-04;2.320;0.000
8.520000e-04;2.280;0.020
8.560000e-04;2.320;0.000
8.600000e-04;2.320;0.020
8.640000e-04;2.320;-0.040
8.680000e-04;2.320;0.000
8.720000e-04;2.360;0.000
8.760000e-04;2.360;0.020
8.800000e-04;2.320;0.000
8.840000e-04;2.360;0.000
8.880000e-04;2.360;0.000
8.920000e-04;2.360;-0.020
8.960000e-04;2.400;-0.020
9.000000e-04;2.400;-0.020
9.040000e-04;2.360;0.000
9.080000e-04;2.400;0.000
9.120000e-04;2.400;0.020
9.160000e-04;2.400;0.000
9.200000e-04;2.400;0.000
9.240000e-04;2.400;0.020
9.280000e-04;2.400;-0.040
9.320000e-04;2.440;-0.020
9.360000e-04;2.440;0.000
9.400000e-04;2.440;0.000
9.440000e-04;2.440;0.000
9.480000e-04;2.440;0.000
9.520000e-04;2.440;0.020
9.560000e-04;2.440;0.020
9.600000e-04;2.440;0.020
9.640000e-04;2.440;0.000
9.680000e-04;2.480;0.000
9.720000e-04;2.440;0.000
9.760000e-04;2.480;0.020
9.800000e-04;2.480;-0.020
9.840000e-04;2.480;0.000
9.880000e-04;2.480;0.040
9.920000e-04;2.480;0.020
9.960000e-04;2.480;0.020
1.000000e-03;2.520;0.000
1.004000e-03;2.480;0.020
1.008000e-03;2.520;0.000
1.012000e-03;2.520;-0.020
1.016000e-03;2.560;0.000
1.020000e-03;2.520;0.000
1.024000e-03;2.560;0.040
1.028000e-03;2.560;0.000
1.032000e-03;2.560;0.000
1.036000e-03;2.560;0.000
1.040000e-03;2.560;0.000
1.044000e-03;2.560;0.000
1.048000e-03;2.560;0.000
1.052000e-03;2.560;-0.040
1.056000e-03;2.560;0.000
1.060000e-03;2.560;0.020
1.064000e-03;2.600;0.000
1.068000e-03;2.600;0.000
1.072000e-03;2.600;0.000
1.076000e-03;2.600;0.020
1.080000e-03;2.600;0.020
1.084000e-03;2.600;-0.020
1.088000e-03;2.600;-0.020
1.092000e-03;2.600;0.020
1.096000e-03;2.600;0.000
1.100000e-03;2.640;0.000
1.104000e-03;2.640;-0.020
1.108000e-03;2.640;0.020
1.112000e-03;2.600;0.020
1.116000e-03;2.640;0.000
1.120000e-03;2.640;-0.020
1.124000e-03;2.600;-0.060
1.128000e-03;2.640;0.020
1.132000e-03;2.640;0.000
1.136000e-03;2.640;0.020
1.140000e-03;2.680;0.020
1.144000e-03;2.640;0.020
1.148000e-03;2.680;0.020
1.152000e-03;2.720;0.000
1.156000e-03;2.680;-0.020
1.160000e-03;2.680;0.000
1.164000e-03;2.680;0.000
1.168000e-03;2.680;0.000
1.172000e-03;2.720;0.000
1.176000e-03;2.680;0.020
1.180000e-03;2.680;0.020
1.184000e-03;2.720;0.020
1.188000e-03;2.720;-0.040
1.192000e-03;2.720;0.020
1.196000e-03;2.720;0.020
1.200000e-03;2.720;0.000
1.204000e-03;2.720;-0.020
1.208000e-03;2.760;0.000
1.212000e-03;2.760;0.020
1.216000e-03;2.720;0.020
1.220000e-03;2.760;0.040
1.224000e-03;2.760;0.000
1.228000e-03;2.760;0.000
1.232000e-03;2.760;-0.020
1.236000e-03;2.760;0.000
1.240000e-03;2.760;0.000
1.244000e-03;2.760;0.000
1.248000e-03;2.760;0.020
1.252000e-03;2.760;-0.040
1.256000e-03;2.760;0.000
1.260000e-03;2.800;0.020
1.264000e-03;2.760;0.000
1.268000e-03;2.760;0.000
1.272000e-03;2.760;0.000
1.276000e-03;2.760;-0.020
1.280000e-03;2.760;0.020
1.284000e-03;2.760;0.040
1.288000e-03;2.800;0.000
1.292000e-03;2.800;0.020
1.296000e-03;2.800;0.020
1.300000e-03;2.800;0.000
1.304000e-03;2.800;0.000
1.308000e-03;2.800;0.000
1.312000e-03;2.800;0.000
1.316000e-03;2.800;0.040
1.320000e-03;2.800;0.000
1.324000e-03;2.840;0.000
1.328000e-03;2.840;0.000
1.332000e-03;2.840;0.000
1.336000e-03;2.840;0.000
1.340000e-03;2.800;-0.020
1.344000e-03;2.840;0.000
1.348000e-03;2.880;0.060
1.352000e-03;2.840;0.000
1.356000e-03;2.840;0.000
1.360000e-03;2.840;0.020
1.364000e-03;2.840;0.000
1.368000e-03;2.880;0.000
1.372000e-03;2.840;0.000
1.376000e-03;2.840;0.000
1.380000e-03;2.880;0.000
1.384000e-03;2.880;0.000
1.388000e-03;2.880;0.000
1.392000e-03;2.880;0.000
1.396000e-03;2.880;0.000
1.400000e-03;2.880;0.020
1.404000e-03;2.880;0.000
1.408000e-03;2.880;0.000
1.412000e-03;2.880;-0.040
1.416000e-03;2.880;-0.020
1.420000e-03;2.920;0.000
1.424000e-03;2.880;0.000
1.428000e-03;2.880;0.020
1.432000e-03;2.920;0.020
1.436000e-03;2.880;0.000
1.440000e-03;2.920;0.000
1.444000e-03;2.920;-0.020
1.448000e-03;2.920;-0.020
1.452000e-03;2.920;-0.020
1.456000e-03;2.920;0.000
1.460000e-03;2.920;0.020
1.464000e-03;2.920;-0.020
1.468000e-03;2.920;0.020
1.472000e-03;2.920;0.000
1.476000e-03;2.920;-0.040
1.480000e-03;2.920;0.000
1.484000e-03;2.920;0.000
1.488000e-03;2.920;0.020
1.492000e-03;2.920;0.000
1.496000e-03;2.960;0.020
1.500000e-03;2.920;0.000
1.504000e-03;2.960;0.020
1.508000e-03;2.960;0.020
1.512000e-03;2.960;-0.020
1.516000e-03;2.960;0.000
1.520000e-03;2.960;0.000
1.524000e-03;2.960;0.000
1.528000e-03;2.960;0.000
1.532000e-03;2.960;0.000
1.536000e-03;2.960;0.020
1.540000e-03;2.960;0.020
1.544000e-03;2.960;0.020
1.548000e-03;2.960;0.000
1.552000e-03;2.960;0.000
1.556000e-03;2.960;-0.020
1.560000e-03;2.960;0.000
1.564000e-03;2.960;-0.020
1.568000e-03;2.960;0.000
1.572000e-03;2.960;0.020
1.576000e-03;2.960;0.060
1.580000e-03;2.960;0.000
1.584000e-03;2.960;0.020
1.588000e-03;2.960;0.000
1.592000e-03;2.960;0.000
1.596000e-03;2.920;0.000
1.600000e-03;2.920;-0.020
1.604000e-03;2.960;0.000
1.608000e-03;2.960;0.020
1.612000e-03;2.920;0.020
1.616000e-03;2.960;0.000
1.620000e-03;2.920;0.000
1.624000e-03;2.960;0.000
1.628000e-03;2.920;0.000
1.632000e-03;2.920;0.000
1.636000e-03;2.920;-0.040
1.640000e-03;2.920;0.020
1.644000e-03;2.920;-0.020
1.648000e-03;2.920;0.000
1.652000e-03;2.880;0.020
1.656000e-03;2.880;0.020
1.660000e-03;2.880;0.020
1.664000e-03;2.880;-0.020
1.668000e-03;2.880;-0.020
1.672000e-03;2.880;-0.060
1.676000e-03;2.840;0.000
1.680000e-03;2.840;0.000
1.684000e-03;2.840;0.000
1.688000e-03;2.840;0.000
1.692000e-03;2.800;0.020
1.696000e-03;2.840;0.020
1.700000e-03;2.800;-0.020
1.704000e-03;2.800;0.000
1.708000e-03;2.800;0.000
1.712000e-03;2.760;0.020
1.716000e-03;2.760;0.000
1.720000e-03;2.760;0.000
1.724000e-03;2.760;0.020
1.728000e-03;2.760;0.020
1.732000e-03;2.720;0.020
1.736000e-03;2.720;-0.060
1.740000e-03;2.720;0.000
1.744000e-03;2.720;0.000
1.748000e-03;2.720;0.000
1.752000e-03;2.680;0.000
1.756000e-03;2.680;0.000
1.760000e-03;2.680;0.020
1.764000e-03;2.680;0.000
1.768000e-03;2.680;0.020
1.772000e-03;2.640;0.000
1.776000e-03;2.640;0.000
1.780000e-03;2.600;-0.020
1.784000e-03;2.600;0.000
1.788000e-03;2.600;-0.020
1.792000e-03;2.600;0.020
1.796000e-03;2.560;0.020
1.800000e-03;2.560;-0.020
1.804000e-03;2.560;0.000
1.808000e-03;2.560;0.000
1.812000e-03;2.520;0.000
1.816000e-03;2.520;-0.020
1.820000e-03;2.480;0.000
1.824000e-03;2.480;0.000
1.828000e-03;2.480;0.020
1.832000e-03;2.480;0.060
1.836000e-03;2.440;0.000
1.840000e-03;2.440;0.000
1.844000e-03;2.440;0.000
1.848000e-03;2.440;0.020
1.852000e-03;2.440;-0.020
1.856000e-03;2.400;0.000
1.860000e-03;2.400;-0.020
1.864000e-03;2.400;0.020
1.868000e-03;2.360;0.000
1.872000e-03;2.360;0.000
1.876000e-03;2.320;0.000
1.880000e-03;2.320;0.020
1.884000e-03;2.320;0.000
1.888000e-03;2.320;0.000
1.892000e-03;2.280;0.000
1.896000e-03;2.280;-0.040
1.900000e-03;2.280;0.000
1.904000e-03;2.240;0.020
1.908000e-03;2.240;0.000
1.912000e-03;2.240;0.000
1.916000e-03;2.200;0.020
1.920000e-03;2.200;0.000
1.924000e-03;2.160;-0.020
1.928000e-03;2.160;0.000
1.932000e-03;2.160;0.000
1.936000e-03;2.160;0.000
1.940000e-03;2.120;0.000
1.944000e-03;2.120;0.000
1.948000e-03;2.080;0.000
1.952000e-03;2.080;0.000
1.956000e-03;2.080;-0.020
1.960000e-03;2.080;-0.060
1.964000e-03;2.080;0.000
1.968000e-03;2.080;0.000
1.972000e-03;2.040;-0.060
1.976000e-03;2.000;0.000
1.980000e-03;2.000;0.020
1.984000e-03;2.000;0.000
1.988000e-03;1.960;-0.040
1.992000e-03;1.960;0.000
1.996000e-03;1.960;-0.020
2.000000e-03;1.920;0.000
2.004000e-03;1.920;0.000
2.008000e-03;1.880;0.000
2.012000e-03;1.880;0.000
2.016000e-03;1.880;0.000
2.020000e-03;1.840;0.000
2.024000e-03;1.840;-0.040
2.028000e-03;1.800;0.000
2.032000e-03;1.800;0.000
2.036000e-03;1.760;0.000
2.040000e-03;1.760;0.000
2.044000e-03;1.760;0.020
2.048000e-03;1.760;0.000
2.052000e-03;1.720;0.020
2.056000e-03;1.720;0.020
2.060000e-03;1.720;-0.020
2.064000e-03;1.680;0.000
2.068000e-03;1.680;0.000
2.072000e-03;1.640;0.000
2.076000e-03;1.640;0.000
2.080000e-03;1.600;0.020
2.084000e-03;1.600;0.020
2.088000e-03;1.560;0.020
2.092000e-03;1.560;0.000
2.096000e-03;1.560;0.000
2.100000e-03;1.560;0.000
2.104000e-03;1.480;0.000
2.108000e-03;1.520;-0.020
2.112000e-03;1.480;0.000
2.116000e-03;1.480;0.020
2.120000e-03;1.480;0.000
2.124000e-03;1.440;0.020
2.128000e-03;1.400;0.000
2.132000e-03;1.400;0.020
2.136000e-03;1.360;0.000
2.140000e-03;1.360;-0.020
2.144000e-03;1.360;-0.040
2.148000e-03;1.360;-0.020
2.152000e-03;1.360;0.020
2.156000e-03;1.320;0.000
2.160000e-03;1.320;0.000
2.164000e-03;1.280;0.000
2.168000e-03;1.240;0.000
2.172000e-03;1.240;0.020
2.176000e-03;1.240;0.000
2.180000e-03;1.200;-0.020
2.184000e-03;1.200;0.000
2.188000e-03;1.200;0.020
2.192000e-03;1.200;0.020
2.196000e-03;1.160;0.000
2.200000e-03;1.120;0.000
2.204000e-03;1.120;0.000
2.208000e-03;1.080;-0.020
2.212000e-03;1.040;0.000
2.216000e-03;1.040;0.040
2.220000e-03;1.040;0.040
2.224000e-03;1.000;0.020
2.228000e-03;1.000;0.000
2.232000e-03;0.960;0.020
2.236000e-03;0.960;0.000
2.240000e-03;0.960;0.000
2.244000e-03;0.920;-0.020
2.248000e-03;0.920;0.000
2.252000e-03;0.920;0.020
2.256000e-03;0.880;0.000
2.260000e-03;0.840;0.000
2.264000e-03;0.840;0.000
2.268000e-03;0.840;0.000
2.272000e-03;0.800;-0.020
2.276000e-03;0.800;0.020
2.280000e-03;0.800;-0.040
2.284000e-03;0.720;0.020
2.288000e-03;0.760;0.020
2.292000e-03;0.720;0.000
2.296000e-03;0.680;0.000
2.300000e-03;0.680;0.020
2.304000e-03;0.680;0.000
2.308000e-03;0.640;-0.020
2.312000e-03;0.640;0.020
2.316000e-03;0.640;-0.060
2.320000e-03;0.600;0.000
2.324000e-03;0.600;0.000
2.328000e-03;0.560;0.000
2.332000e-03;0.560;0.000
2.336000e-03;0.520;0.020
2.340000e-03;0.520;0.020
2.344000e-03;0.480;-0.020
2.348000e-03;0.480;0.000
2.352000e-03;0.480;0.020
2.356000e-03;0.400;0.000
2.360000e-03;0.400;0.000
2.364000e-03;0.400;0.000
2.368000e-03;0.400;-0.020
2.372000e-03;0.360;0.000
2.376000e-03;0.360;0.000
2.380000e-03;0.320;-0.060
2.384000e-03;0.320;0.000
2.388000e-03;0.320;0.020
2.392000e-03;0.280;0.000
2.396000e-03;0.240;-0.020
2.400000e-03;0.240;0.020
2.404000e-03;0.240;0.020
2.408000e-03;0.200;0.000
2.412000e-03;0.160;0.020
2.416000e-03;0.160;0.000
2.420000e-03;0.120;0.020
2.424000e-03;0.120;0.020
2.428000e-03;0.120;0.000
2.432000e-03;0.120;0.000
2.436000e-03;0.080;0.000
2.440000e-03;0.040;0.020
2.444000e-03;0.040;0.060
2.448000e-03;0.000;0.000
2.452000e-03;0.000;0.000
2.456000e-03;0.000;0.020
2.460000e-03;-0.040;0.000
2.464000e-03;-0.040;0.000
2.468000e-03;-0.040;-0.040
2.472000e-03;-0.080;0.000
2.476000e-03;-0.120;0.060
2.480000e-03;-0.120;0.020
2.484000e-03;-0.160;0.000
2.488000e-03;-0.160;-0.020
2.492000e-03;-0.160;0.000
2.496000e-03;-0.200;-0.020
2.500000e-03;-0.200;0.000
2.504000e-03;-0.200;-0.020
2.508000e-03;-0.240;0.020
2.512000e-03;-0.240;0.000
2.516000e-03;-0.280;0.020
2.520000e-03;-0.280;0.000
2.524000e-03;-0.320;0.020
2.528000e-03;-0.320;0.000
2.532000e-03;-0.360;-0.020
2.536000e-03;-0.360;0.000
2.540000e-03;-0.400;-0.040
2.544000e-03;-0.400;0.000
2.548000e-03;-0.440;0.000
2.552000e-03;-0.440;0.000
2.556000e-03;-0.440;0.000
2.560000e-03;-0.480;0.000
2.564000e-03;-0.480;0.000
2.568000e-03;-0.480;0.000
2.572000e-03;-0.520;-0.020
2.576000e-03;-0.560;0.000
2.580000e-03;-0.560;0.000
2.584000e-03;-0.560;-0.020
2.588000e-03;-0.600;0.000
2.592000e-03;-0.600;0.020
2.596000e-03;-0.640;0.020
2.600000e-03;-0.640;0.000
2.604000e-03;-0.680;-0.040
2.608000e-03;-0.680;0.000
2.612000e-03;-0.720;0.000
2.616000e-03;-0.760;0.000
2.620000e-03;-0.760;0.000
2.624000e-03;-0.760;0.000
2.628000e-03;-0.760;0.000
2.632000e-03;-0.800;0.040
2.636000e-03;-0.800;0.000
2.640000e-03;-0.800;-0.020
2.644000e-03;-0.800;0.000
2.648000e-03;-0.840;0.020
2.652000e-03;-0.880;0.020
2.656000e-03;-0.880;0.000
2.660000e-03;-0.880;0.020
2.664000e-03;-0.920;0.020
2.668000e-03;-0.920;-0.040
2.672000e-03;-0.960;0.000
2.676000e-03;-0.960;0.000
2.680000e-03;-0.960;0.020
2.684000e-03;-1.000;0.000
2.688000e-03;-1.040;0.000
2.692000e-03;-1.000;-0.020
2.696000e-03;-1.040;0.020
2.700000e-03;-1.120;0.040
2.704000e-03;-1.080;0.000
2.708000e-03;-1.120;0.000
2.712000e-03;-1.120;0.000
2.716000e-03;-1.120;0.000
2.720000e-03;-1.160;0.020
2.724000e-03;-1.160;0.020
2.728000e-03;-1.160;-0.020
2.732000e-03;-1.240;0.020
2.736000e-03;-1.240;0.020
2.740000e-03;-1.240;0.020
2.744000e-03;-1.280;0.020
2.748000e-03;-1.280;0.000
2.752000e-03;-1.280;0.000
2.756000e-03;-1.320;-0.020
2.760000e-03;-1.320;0.000
2.764000e-03;-1.320;-0.040
2.768000e-03;-1.360;0.040
2.772000e-03;-1.360;0.000
2.776000e-03;-1.400;0.000
2.780000e-03;-1.440;0.000
2.784000e-03;-1.440;0.020
2.788000e-03;-1.440;0.000
2.792000e-03;-1.480;-0.020
2.796000e-03;-1.480;-0.020
2.800000e-03;-1.480;0.040
2.804000e-03;-1.520;0.020
2.808000e-03;-1.520;0.000
2.812000e-03;-1.560;0.020
2.816000e-03;-1.560;0.000
2.820000e-03;-1.560;0.020
2.824000e-03;-1.600;0.020
2.828000e-03;-1.600;-0.020
2.832000e-03;-1.640;0.000
2.836000e-03;-1.640;0.020
2.840000e-03;-1.680;0.000
2.844000e-03;-1.640;0.000
2.848000e-03;-1.680;0.020
2.852000e-03;-1.720;0.000
2.856000e-03;-1.720;-0.020
2.860000e-03;-1.720;0.000
2.864000e-03;-1.760;-0.060
2.868000e-03;-1.760;0.000
2.872000e-03;-1.800;0.020
2.876000e-03;-1.800;0.000
2.880000e-03;-1.800;0.000
2.884000e-03;-1.840;0.020
2.888000e-03;-1.840;0.020
2.892000e-03;-1.840;-0.020
2.896000e-03;-1.880;-0.020
2.900000e-03;-1.920;0.000
2.904000e-03;-1.920;0.020
2.908000e-03;-1.920;0.000
2.912000e-03;-1.960;0.000
2.916000e-03;-1.960;-0.020
2.920000e-03;-1.960;0.020
2.924000e-03;-1.960;0.020
2.928000e-03;-2.000;-0.060
2.932000e-03;-2.040;0.000
2.936000e-03;-2.000;0.000
2.940000e-03;-2.040;0.000
2.944000e-03;-2.040;0.000
2.948000e-03;-2.040;0.000
2.952000e-03;-2.040;0.000
2.956000e-03;-2.080;0.020
2.960000e-03;-2.120;0.020
2.964000e-03;-2.120;0.000
2.968000e-03;-2.160;0.000
2.972000e-03;-2.160;0.020
2.976000e-03;-2.160;0.000
2.980000e-03;-2.160;-0.020
2.984000e-03;-2.200;0.020
2.988000e-03;-2.200;0.020
2.992000e-03;-2.240;0.060
2.996000e-03;-2.240;-0.020
3.000000e-03;-2.280;0.000
3.004000e-03;-2.240;0.000
3.008000e-03;-2.280;0.000
3.012000e-03;-2.280;0.000
3.016000e-03;-2.280;0.000
3.020000e-03;-2.320;0.020
3.024000e-03;-2.320;0.040
3.028000e-03;-2.360;-0.020
3.032000e-03;-2.320;0.020
3.036000e-03;-2.360;0.000
3.040000e-03;-2.360;0.000
3.044000e-03;-2.360;0.000
3.048000e-03;-2.400;0.000
3.052000e-03;-2.400;-0.020
3.056000e-03;-2.400;0.020
3.060000e-03;-2.440;0.000
3.064000e-03;-2.440;0.000
3.068000e-03;-2.480;0.020
3.072000e-03;-2.480;0.000
3.076000e-03;-2.520;0.020
3.080000e-03;-2.520;0.000
3.084000e-03;-2.520;-0.020
3.088000e-03;-2.520;-0.040
3.092000e-03;-2.520;-0.020
3.096000e-03;-2.560;0.000
3.100000e-03;-2.560;0.000
3.104000e-03;-2.560;0.000
3.108000e-03;-2.600;0.020
3.112000e-03;-2.600;0.000
3.116000e-03;-2.640;-0.020
3.120000e-03;-2.640;0.020
3.124000e-03;-2.640;0.000
3.128000e-03;-2.640;0.000
3.132000e-03;-2.680;0.000
3.136000e-03;-2.680;0.020
3.140000e-03;-2.680;0.020
3.144000e-03;-2.680;0.000
3.148000e-03;-2.680;-0.020
3.152000e-03;-2.720;-0.060
3.156000e-03;-2.720;-0.020
3.160000e-03;-2.720;0.000
3.164000e-03;-2.760;0.000
3.168000e-03;-2.760;0.000
3.172000e-03;-2.800;0.000
3.176000e-03;-2.760;0.000
3.180000e-03;-2.800;0.020
3.184000e-03;-2.800;0.000
3.188000e-03;-2.800;-0.020
3.192000e-03;-2.840;0.000
3.196000e-03;-2.880;0.000
3.200000e-03;-2.840;-0.020
3.204000e-03;-2.840;0.000
3.208000e-03;-2.880;0.000
3.212000e-03;-2.880;0.000
3.216000e-03;-2.880;0.020
3.220000e-03;-2.880;0.000
3.224000e-03;-2.920;0.000
3.228000e-03;-2.920;0.000
3.232000e-03;-2.920;0.000
3.236000e-03;-2.960;0.000
3.240000e-03;-2.960;0.000
3.244000e-03;-3.000;0.040
3.248000e-03;-3.000;0.020
3.252000e-03;-3.000;0.000
3.256000e-03;-2.960;0.000
3.260000e-03;-3.000;0.020
3.264000e-03;-3.000;0.000
3.268000e-03;-3.000;-0.020
3.272000e-03;-3.040;0.020
3.276000e-03;-3.040;-0.020
3.280000e-03;-3.040;0.020
3.284000e-03;-3.040;0.020
3.288000e-03;-3.040;0.000
3.292000e-03;-3.080;0.000
3.296000e-03;-3.080;0.020
3.300000e-03;-3.080;0.000
3.304000e-03;-3.080;-0.020
3.308000e-03;-3.080;0.020
3.312000e-03;-3.080;-0.040
3.316000e-03;-3.120;0.020
3.320000e-03;-3.080;-0.020
3.324000e-03;-3.120;0.000
3.328000e-03;-3.120;0.020
3.332000e-03;-3.160;0.000
3.336000e-03;-3.160;-0.020
3.340000e-03;-3.160;-0.020
3.344000e-03;-3.160;0.020
3.348000e-03;-3.160;0.000
3.352000e-03;-3.200;0.000
3.356000e-03;-3.200;0.000
3.360000e-03;-3.200;0.020
3.364000e-03;-3.200;0.000
3.368000e-03;-3.200;0.000
3.372000e-03;-3.240;0.000
3.376000e-03;-3.240;-0.020
3.380000e-03;-3.240;0.040
3.384000e-03;-3.240;0.000
3.388000e-03;-3.280;0.000
3.392000e-03;-3.240;0.020
3.396000e-03;-3.240;0.020
3.400000e-03;-3.240;0.020
3.404000e-03;-3.240;-0.020
3.408000e-03;-3.280;0.000
3.412000e-03;-3.280;-0.040
3.416000e-03;-3.280;0.000
3.420000e-03;-3.280;0.000
3.424000e-03;-3.280;0.000
3.428000e-03;-3.320;0.000
3.432000e-03;-3.320;0.000
3.436000e-03;-3.320;0.020
3.440000e-03;-3.320;-0.020
3.444000e-03;-3.320;-0.020
3.448000e-03;-3.360;0.000
3.452000e-03;-3.320;0.000
3.456000e-03;-3.360;0.000
3.460000e-03;-3.360;0.020
3.464000e-03;-3.360;0.000
3.468000e-03;-3.400;0.020
3.472000e-03;-3.400;0.020
3.476000e-03;-3.400;-0.080
3.480000e-03;-3.400;0.000
3.484000e-03;-3.400;0.000
3.488000e-03;-3.400;-0.020
3.492000e-03;-3.400;0.020
3.496000e-03;-3.400;0.000
3.500000e-03;-3.400;0.000
3.504000e-03;-3.400;0.020
3.508000e-03;-3.400;0.020
3.512000e-03;-3.400;0.000
3.516000e-03;-3.400;0.000
3.520000e-03;-3.400;0.000
3.524000e-03;-3.440;0.000
3.528000e-03;-3.440;-0.020
3.532000e-03;-3.440;0.020
3.536000e-03;-3.440;0.020
3.540000e-03;-3.440;0.040
3.544000e-03;-3.400;0.020
3.548000e-03;-3.440;0.000
3.552000e-03;-3.480;0.020
3.556000e-03;-3.440;0.020
3.560000e-03;-3.440;0.000
3.564000e-03;-3.440;-0.020
3.568000e-03;-3.480;0.000
3.572000e-03;-3.480;0.060
3.576000e-03;-3.480;0.020
3.580000e-03;-3.480;0.000
3.584000e-03;-3.480;0.020
3.588000e-03;-3.480;0.020
3.592000e-03;-3.480;0.000
3.596000e-03;-3.480;0.000
3.600000e-03;-3.480;-0.020
3.604000e-03;-3.480;-0.020
3.608000e-03;-3.480;0.000
3.612000e-03;-3.480;0.020
3.616000e-03;-3.520;0.000
3.620000e-03;-3.480;0.000
3.624000e-03;-3.480;0.000
3.628000e-03;-3.480;0.000
3.632000e-03;-3.480;0.020
3.636000e-03;-3.520;-0.040
3.640000e-03;-3.520;0.020
3.644000e-03;-3.520;0.000
3.648000e-03;-3.480;0.000
3.652000e-03;-3.520;0.000
3.656000e-03;-3.520;0.000
3.660000e-03;-3.520;0.020
3.664000e-03;-3.520;-0.020
3.668000e-03;-3.520;-0.040
3.672000e-03;-3.520;0.000
3.676000e-03;-3.520;0.020
3.680000e-03;-3.520;0.000
3.684000e-03;-3.520;0.000
3.688000e-03;-3.520;0.000
3.692000e-03;-3.520;0.000
3.696000e-03;-3.480;0.040
3.700000e-03;-3.520;0.000
